id	abstract	label
23748336	<TITLE>Behavior problems in middle childhood: the predictive role of maternal distress, child attachment, and mother-child interactions.</TITLE>The objective of the study was to examine the longitudinal relation between early school-age measures of maternal psychosocial distress, quality of mother-child interactions, and child attachment behavior, and behavior problem profiles in middle childhood using a multi-informant design. Participants were 243 French-speaking mother-child dyads (122 girls) who were part of an ongoing longitudinal project. Maternal psychosocial distress was assessed when children were between 4 and 6 years of age. Mother-child interactive quality and attachment patterns were observed at age 6 during a laboratory visit. At age 8.5, externalizing and internalizing problems were assessed using mother and child reports. Results show that maternal psychosocial distress predicted later social adaptation reported by the child through the mediation of mother-child interactions. Analyses also revealed that higher maternal psychosocial distress and controlling attachment patterns, either of the punitive or caregiving type, significantly predicted membership in both child internalizing and externalizing clinical problem groups. Lower mother-child interactive quality, male gender, and child ambivalent attachment were also predictors of externalizing clinical problems.	No specific gene was perturbed in vivo
23794370	<TITLE>Peptide contour length determines equilibrium secondary structure in protein-analogous micelles.</TITLE>This work advances bottom-up design of bioinspired materials built from peptide-amphiphiles, which are a class of bioconjugates in which a biofunctional peptide is covalently attached to a hydrophobic moiety that drives self-assembly in aqueous solution. Specifically, this work highlights the importance of peptide contour length in determining the equilibrium secondary structure of the peptide as well as the self-assembled (i.e., micelle) geometry. Peptides used here repeat a seven-amino acid sequence between one and four times to vary peptide contour length while maintaining similar peptide-peptide interactions. Without a hydrophobic tail, these peptides all exhibit a combination of random coil and α-helical structure. Upon self-assembly in the crowded environment of a micellar corona, however, short peptides are prone to β-sheet structure and cylindrical micelle geometry while longer peptides remain helical in spheroidal micelles. The transition to β-sheets in short peptides is rapid, whereby amphiphiles first self-assemble with α-helical peptide structure, then transition to their equilibrium β-sheet structure at a rate that depends on both temperature and ionic strength. These results identify peptide contour length as an important control over equilibrium peptide secondary structure and micelle geometry. Furthermore, the time-dependent nature of the helix-to-sheet transition opens the door for shape-changing bioinspired materials with tunable conversion rates.	No specific gene was perturbed in vivo
23806501	<TITLE>Monitoring the clinical outcomes in advanced prostate cancer: what imaging modalities and other markers are reliable?</TITLE>Effective patient care and efficient drug development require accurate tools to assess treatment effects. For metastatic castration-resistant prostate cancer (mCRPC), response biomarkers have historically been poorly reproducible, inaccurate, inconsistently applied, or only loosely associated with tangible clinical benefits such as survival. However, the field of response assessments for prostate cancer is maturing, in compliance with a rigorous process defined by analytic validation, clinical validation, and clinical qualification. For example, bone imaging with technetium-99m scintigraphy has historically been poorly used in prostate cancer clinical trials and routine patient care, and frequently has led to poor decision-making. However, contemporary clinical trial consensus criteria (Prostate Cancer Working Group 2 [PCWG2]) have standardized the definition of progression on bone scintigraphy and the clinical trials endpoint of radiographic progression-free survival (rPFS). A validated bone scan interpretation form captures the relevant data elements. rPFS and the forms have been undergoing prospective testing in multiple phase III studies. The first of these trials demonstrated a high degree of reproducibility and correlation with overall survival, and rPFS was used by the US Food and Drug Administration (FDA) for approval of abiraterone in chemotherapy-naïve mCRPC. Circulating tumor cells (CTC) are another class of assays with significant promise as response-indicator biomarkers. CTC enumeration has undergone analytic validation and has been FDA-cleared for monitoring patients with prostate cancer in conjunction with other clinical methods. It is not yet a surrogate for survival. Patient-reported outcomes (PROs) are direct indicators of patient benefit. The assays to measure PROs must undergo each of the steps of biomarker development, and are increasingly being standardized and used as clinical trial endpoints. In this review, we critically assess each of these classes of novel biomarkers--imaging, CTC, and PROs--in regard to the quality of data supporting their use to monitor clinical outcomes in advanced prostate cancer.	No specific gene was perturbed in vivo
23852540	<TITLE>Annular erythema and photosensitivity as manifestations of efavirenz-induced cutaneous reactions: a review of five consecutive cases.</TITLE>In HIV-infected persons, a rash is the most common manifestation of drug hypersensitivity reactions. Non-nucleotide reverse transcriptase inhibitors are a major cause of cutaneous reactions. While the characteristics of nevirapine-associated cutaneous adverse drug reactions (CADRs) have been well described, there are limited data on efavirenz-associated CADRs. The objective of this study was to characterize the clinical features of consecutive cases of efavirenz-associated CADRs in a single referral centre diagnosed over a 3 year period.|We retrospectively reviewed the clinical records of 231 patients admitted with CADRs to a tertiary dermatology ward in Cape Town, South Africa.|In 42/231(18%) cases, there had been exposure to efavirenz in the preceding 8 weeks. Of these, 5/42 (12%) patients were diagnosed with probable efavirenz-associated CADRs based on the Naranjo score. The median exposure to efavirenz before the onset of the rash was 12 days (range 2-48). All the patients were female, with a median age of 31 years and a median CD4 cell count of 300 cells/mm(3) (range 81-887). Four had a photo-distributed eruption and one had a confluent indurated erythema affecting the face, trunk and limbs. In three out of five cases, there were annular plaques with raised erythematous edges and dusky centres, which were photo-distributed. Two patients had a mild transaminitis and another a mild eosinophilia. Histological features were non-specific, with perivascular lymphocytes the only consistent feature. In all five cases, efavirenz was withdrawn and potent topical steroid was the only CADR-specific intervention. The eruptions resolved on discharge from hospital, with no sequelae except for residual post-inflammatory hyperpigmentation.|Photo-distribution and annular erythema should alert clinicians to the possibility of efavirenz-associated CADRs.	No specific gene was perturbed in vivo
23883287	<TITLE>Mini-implant stability at the initial healing period: a clinical pilot study.</TITLE>To evaluate the changes of mini-implant stability over the initial healing period in humans.|A sample of 19 consecutively treated patients (mean age 15.5 ± 7.3 years) was examined. In each patient, a mini-implant of a size of 2 × 9 mm was inserted into the anterior palate. Implant stability was assessed using resonance frequency analysis (RFA) immediately after insertion (T0), 2 weeks later (T1), 4 weeks later (T2), and 6 weeks later (T3). Insertion depth (ID) and the maximum insertion torque (IT) were measured. Data were tested for correlations between RFA, ID, and IT. All RFA values were tested for statistically significant differences between the different times.|The mean ID was 7.5 ± 0.6 mm, and the mean IT was 16.8 ± 0.6 Ncm. A correlation was found between RFA and ID (r = .726, P < .0001), whereas no correlations between RFA and IT or between IT and ID were observed. From T0 to T1, the stability (36.1 ± 6.1 implant stability quotient [ISQ]) decreased nonsignificantly by 4.9 ± 6.1 ISQ values (P > .05). Between T1 and T2, the stability decreased highly significantly (P < .001) by 7.9 ± 5.9 ISQ values. From T2 on, RFA remained nearly unchanged (-1.7 ± 3.5 ISQ; P > .05).|Mini-implant stability is subject to changes during the healing process. During weeks 3 and 4, a significant decrease of the stability was observed. After 4 weeks, the stability did not change significantly.	No specific gene was perturbed in vivo
23912050	<TITLE>Reducing the radiation sterilization dose improves mechanical and biological quality while retaining sterility assurance levels of bone allografts.</TITLE>Bone allografts carry a risk of infection, so terminal sterilization by gamma irradiation at 25kGy is recommended; but is deleterious to bone quality. Contemporary bone banking significantly reduces initial allograft bioburden, questioning the need to sterilize at 25kGy.|We inoculated allograft bone with Staphylococcus epidermidis and Bacillus pumilus, then exposed them to gamma irradiation at 0, 5, 10, 15, 20 and 25kGy. Mechanical and biological properties of allografts were also assessed. Our aim was to determine an optimal dose that achieves sterility assurance while minimizing deleterious effects on allograft tissue.|20-25kGy eliminated both organisms at concentrations from 10(1) to 10(3)CFU, while 10-15kGy sterilized bone samples to a bioburden concentration of 10(2)CFU. Irradiation did not generate pro-inflammatory bone surfaces, as evidenced by macrophage activation, nor did it affect attachment or proliferation of osteoblasts. At doses ≥10kGy, the toughness of cortical bone was reduced (P<0.05), and attachment and fusion of osteoclasts onto irradiated bone declined at 20 and 25kGy (P<0.05). There was no change in collagen cross-links, but a significant dose-response increase in denatured collagen (P<0.05).|Our mechanical and cell biological data converge on 15kGy as a threshold for radiation sterilization of bone allografts. Between 5 and 15kGy, bone banks can undertake validation that provides allografts with an acceptable sterility assurance level, improving their strength and biocompatibility significantly.|The application of radiation sterilization doses between 5 and 15kGy will improve bone allograft mechanical performance and promote integration, while retaining sterility assurance levels. Improved quality of allograft bone will promote superior clinical outcomes.	No specific gene was perturbed in vivo
23917009	<TITLE>Percutaneous right ventricle outflow tract stenting in a patient with trisomy 18 associated with double outlet right ventricle.</TITLE>Trisomy 18, or Edwards syndrome, is the second most common chromosome anomaly after trisomy 21. Various types of congenital heart diseases are seen in the majority of trisomy 18 patients. Palliative treatment of right ventricular outflow tract (RVOT) stenosis includes options like balloon dilatation, stenting and surgery. Herein, we present a case with trisomy 18 and double outlet right ventricle, pulmonary stenosis, and ventricular septal defect. During the follow-up, at the age of three months, his saturation dropped to 70% and an interventional procedure was planned. The patient was considered high risk, and after discussing treatment options with the family, RVOT stenting was chosen. The patient was lost on the 8th day of the follow-up.	No specific gene was perturbed in vivo
23928436	<TITLE>Bisphosphonate-related osteonecrosis of the jaws: a potential alternative to drug holidays.</TITLE>In 2011, the American Dental Association Council on Scientific Affairs released an update by their expert panel on managing the care of patients receiving antiresorptive therapy for the prevention and treatment of osteoporosis. In this report, the panel found no study results that confirmed the effectiveness of drug holidays to prevent antiresorptive agent-induced osteonecrosis of the jaws without increasing the risks of low bone mass. The purpose of this article is to provide suggestions for a pattern of patient care for individuals who desire or require an invasive surgical procedure of the jaws, but who also have a skeleton that is at risk for osteoporotic fracture. The authors reviewed pertinent literature related to basic bone histology, the pharmacokinetics of the aminobisphosphonates (nBP), diagnostic criteria for osteopenia/osteoporosis, and clinical applications of the antiresorptive agents. The skeletal system demonstrates a mixture of resting surfaces (osteocytes, 85%), resorbing surfaces (osteoclasts, 2%), and forming surfaces (osteoblasts, 10%-12%). Deposition of nBP is not uniform, and is highly concentrated in areas of bone remodeling. A full understanding of bone remodeling and the pharmacokinetics of nBP allow for the modification of the antiresorptive therapy and the timing of the oral surgical procedure in a manner that minimizes the prevalence of osteonecrosis while at the same time continuing to protect the patient's skeleton from osteoporotic fracture. The lack of support for drug holidays by the ADA's expert panel is strongly consistent with the science behind bone remodeling and nBP pharmacokinetics. In spite of this, creative interdisciplinary patient care has the potential to dramatically reduce the prevalence of bisphosphonate-related osteonecrosis (BRON), while at the same time continuing to protect the skeleton of the osteoporotic patient. Creative interdisciplinary patient care may prove to be an effective intervention to reduce the prevalence of BRON of the jaws.	No specific gene was perturbed in vivo
23964700	<TITLE>To investigate the therapeutic potential of immunochemotherapy with cisplatin + 78 kDa + MPL-A against Leishmania donovani in BALB/c mice.</TITLE>Leishmaniasis has recently garnered attention as one of the diseases 'most neglected' by drug research and development, as the current therapeutic modalities available for the patients are ridden with unacceptable toxicity due to high dosage of the drug, prolonged treatment schedules, resistance and prohibitive costs. A successful chemotherapy requires a restoration of immune response; therefore, we combined Leishmania-specific 78 kDa antigen (with or without adjuvant MPL-A) along with a novel drug cisplatin in infected BALB/c mice and did its comparative analysis with chemotherapy and immunotherapy alone. Animals that were treated with immunochemotherapy showed maximum curative potential as demonstrated by a marked reduction in parasite load. Delayed-type hypersensitivity response to leishmanial antigens has been widely used to assess the level of host protection to the disease. An increased delayed-type hypersensitivity (DTH) response was observed in animals given immunotherapy or chemotherapy or immunochemotherapy; however, maximum DTH response was observed in animals treated with cisplatin + 78 kDa + MPL-A. These animals were also found to exhibit higher IgG2a levels greater cytokine (IFN-γ and IL-2) concentrations suggesting the generation of a strong Th1 type of immune response which is responsible for resolution of the disease.	No specific gene was perturbed in vivo
24013009	<TITLE>Cortisol analysis of hair of captive chimpanzees (Pan troglodytes).</TITLE>In addition to behavioral evaluations, stress assessments are also important for measuring animal welfare. Assessments of long-term stress are particularly important given that prolonged stress can affect physical health and reproduction. The use of hair cortisol as a marker of long-term stress has been increasing, but there has not yet been any report on the use of such methods with chimpanzees. Therefore, the purpose of this study was to establish and validate a methodology for analyzing hair cortisol in captive chimpanzees. In the first experiment, hair was removed from the arms of nine chimpanzees living in the Kumamoto Sanctuary (KS) and the regrown hair was sampled 3 months later. Fecal samples were collected periodically during the hair-growth period. The results showed that hair cortisol level was positively correlated with the rate of receiving aggression. Although the correlation between hair and fecal cortisol levels was not significant, the individual with the highest hair cortisol concentration also had the highest fecal cortisol concentration. These results suggest that hair cortisol may reflect long-term stress in chimpanzees. In the second experiment, we investigated the physiological factors affecting hair cortisol concentrations. We cut hair from the arms, sides, and backs of 25 chimpanzees living at the KS and the Primate Research Institute. The results revealed that cortisol varied based on source body part and hair whiteness. Therefore, we recommend that hair should always be collected from the same body part and that white hair should be avoided as much as possible.	No specific gene was perturbed in vivo
24052264	<TITLE>Dragon (repulsive guidance molecule RGMb) inhibits E-cadherin expression and induces apoptosis in renal tubular epithelial cells.</TITLE>Dragon is one of the three members of the repulsive guidance molecule (RGM) family, i.e. RGMa, RGMb (Dragon), and RGMc (hemojuvelin). We previously identified the RGM members as bone morphogenetic protein (BMP) co-receptors that enhance BMP signaling. Our previous studies found that Dragon is highly expressed in the tubular epithelial cells of mouse kidneys. However, the roles of Dragon in renal epithelial cells are yet to be defined. We now show that overexpression of Dragon increased cell death induced by hypoxia in association with increased cleaved poly(ADP-ribose) polymerase and cleaved caspase-3 levels in mouse inner medullary collecting duct (IMCD3) cells. Dragon also inhibited E-cadherin expression but did not affect epithelial-to-mesenchymal transition induced by TGF-β in IMCD3 cells. Previous studies suggest that the three RGM members can function as ligands for the receptor neogenin. Interestingly, our present study demonstrates that the Dragon actions on apoptosis and E-cadherin expression in IMCD3 cells were mediated by the neogenin receptor but not through the BMP pathway. Dragon expression in the kidney was up-regulated by unilateral ureteral obstruction in mice. Compared with wild-type mice, heterozygous Dragon knock-out mice exhibited 45-66% reduction in Dragon mRNA expression, decreased epithelial apoptosis, and increased tubular E-cadherin expression and had attenuated tubular injury after unilateral ureteral obstruction. Our results suggest that Dragon may impair tubular epithelial integrity and induce epithelial apoptosis both in vitro and in vivo.	Inhibition of DRAGON ameliorated a kidney injury disease model
24060056	<TITLE>Ameliorative effect of ferulic acid against renal injuries mediated by nuclear factor-kappaB during glycerol-induced nephrotoxicity in Wistar rats.</TITLE>The pathogenesis of glycerol-induced myoglobinuric acute renal failure involves ischemia, vascular congestion and reactive oxygen metabolites. In this study, we have investigated for the first time, the role of ferulic acid in attenuating glycerol-induced nephrotoxicity. Male Wistar rats were injected intramuscularly with 8 mL/kg body weight of 50% glycerol, glycerol + ferulic acid at the dose of 5, 10, 15, 20 and 25 mg/kg body weight. After 24 h, the rats were sacrificed and the kidneys were removed for histological and immunohistochemical studies. Furthermore, determinations of lipid peroxidation (LPO) as well as antioxidant enzymes were also analyzed; blood, urine samples were collected in order to quantify renal function and nitric oxide generation, respectively. Glycerol-induced rats showed a significant increase in the level of urinary markers assessed in serum as well as kidney and these were reversed upon ferulic acid treatment. A significant increase in urine nitric oxide, serum as well as kidney LPO, decrease in activities of superoxide dismutase, catalase, glutathione peroxidase, glutathione-S-transferase and reduced glutathione were observed in glycerol-induced rats. Immunohistochemical study in glycerol-induced rats demonstrated an increase in the level of nuclear factor-kappaB (NF-κB). All these effects induced by glycerol were reduced upon treatment with ferulic acid in a dose-dependent manner. To conclude, ferulic acid enhances antioxidants and decreases NF-κB, thereby protecting the cells against stress induced by glycerol.	No specific gene was perturbed in vivo
24131614	<TITLE>Economic burden of cancer across the European Union: a population-based cost analysis.</TITLE>In 2008, 2·45 million people were diagnosed with cancer and 1·23 million died because of cancer in the 27 countries of the European Union (EU). We aimed to estimate the economic burden of cancer in the EU.|In a population-based cost analysis, we evaluated the cost of all cancers and also those associated with breast, colorectal, lung, and prostate cancers. We obtained country-specific aggregate data for morbidity, mortality, and health-care resource use from international and national sources. We estimated health-care costs from expenditure on care in the primary, outpatient, emergency, and inpatient settings, and also drugs. Additionally, we estimated the costs of unpaid care provided by relatives or friends of patients (ie, informal care), lost earnings after premature death, and costs associated with individuals who temporarily or permanently left employment because of illness.|Cancer cost the EU €126 billion in 2009, with health care accounting for €51·0 billion (40%). Across the EU, the health-care costs of cancer were equivalent to €102 per citizen, but varied substantially from €16 per person in Bulgaria to €184 per person in Luxembourg. Productivity losses because of early death cost €42·6 billion and lost working days €9·43 billion. Informal care cost €23·2 billion. Lung cancer had the highest economic cost (€18·8 billion, 15% of overall cancer costs), followed by breast cancer (€15·0 billion, 12%), colorectal cancer (€13·1 billion, 10%), and prostate cancer (€8·43 billion, 7%).|Our results show wide differences between countries, the reasons for which need further investigation. These data contribute to public health and policy intelligence, which is required to deliver affordable cancer care systems and inform effective public research funds allocation.	No specific gene was perturbed in vivo
24214015	<TITLE>Photoresponsive gels prepared by ring-opening metathesis polymerization.</TITLE>This communication describes photoresponsive gels, prepared using ring-opening metathesis polymerization (ROMP), that dissolve upon irradiation with ultraviolet light. Exposure of mixtures of norbornene-type ROMP monomers and new photoreactive cross-linkers comprising two norbornene units bound through a chain containing o-nitrobenzyl esters (NBEs) to well-known ruthenium carbene catalysts gave cross-linked polymer networks that swelled in organic solvents or water depending on the structure of the monomer. These gels became homogeneous upon irradiation with UV light, consistent with breaking of the cross-links through photolysis of the NBE groups. The irradiation time required for homogenization of the gels depended on the cross-link density and the structure of the photoresponsive cross-linker.	No specific gene was perturbed in vivo
24221499	<TITLE>Adsorption mediated decrease in the biodegradation rate of organic compounds.</TITLE>A negative correlation between adsorption of low molecular weight organic acids and sugars onto a hydroxyapatite surface and biodegradation rates of the compounds in the presence of the mineral was observed. Qualitatively, the effect was the same whether the organics were equilibrated with the surface prior to the addition of organisms or the organisms were preattached to the surface. Glucose, acetic acid, succinic acid, glutamic acid, and citric acid showed equilibrium adsorption values ranging from 0-94% from a 2μM solution. Changes in both respiration and assimilation of the substrates in the presence of hydroxyapatite were inversely correlated with adsorption.	No specific gene was perturbed in vivo
24234952	<TITLE>Hazard assessment of chemicals in soil : Proposed ecotoxicological test strategy.</TITLE>Based on a stepwise (tiered) approach, degradation, adsorption and leaching tests as well as various effect tests (using plants, microorganisms and animals) are recommended for the testing of environmental chemicals. If, after the tests of tiers 1 and 2, the results of a monospecies-effect-test (including a safety factor) are within the range of the predicted exposure, the ecotoxicological hazard should be determined using a terrestrial model ecosystem. Some of the tests for the proposed strategy were selected from practical experience in testing environmental chemicals in the laboratory, and some on the basis of a comprehensive literature review.	No specific gene was perturbed in vivo
24282432	<TITLE>Composition and Antidiarrheal Activity of Bidens odorata Cav.</TITLE>The antidiarrheal effects of chloroform, methanol, and aqueous extracts of Bidens odorata Cav. were investigated at doses of 200 mg/kg on castor-oil-induced diarrhea. The chloroform extract of B. odorata (CBO) reduced diarrhea by 72.72%. The effect of CBO was evaluated on mice with diarrhea induced by castor oil, MgSO4, arachidonic acid, or prostaglandin E2. CBO inhibited the contraction induced by carbachol chloride on ileum (100 µg/mL) and intestinal transit (200 mg/kg) in Wistar rats. The active fraction of CBO (F4) at doses of 100 mg/kg inhibited the diarrhea induced by castor oil (90.1%) or arachidonic acid (72.9%) but did not inhibit the diarrhea induced by PGE2. The active fraction of F4 (FR5) only was tested on diarrhea induced with castor oil and inhibited this diarrhea by 92.1%. The compositions of F4 and FR5 were determined by GC-MS, and oleic, palmitic, linoleic, and stearic acids were found. F4 and a mixture of the four fatty acids inhibited diarrhea at doses of 100 mg/kg (90.1% and 70.6%, resp.). The results of this study show that B. odorata has antidiarrheal effects, as is claimed by folk medicine, and could possibly be used for the production of a phytomedicine.	No specific gene was perturbed in vivo
24309193	<TITLE>Regioselective dehydrogenation of 3-keto-steroids to form conjugated enones using o-iodoxybenzoic acid and trifluoroacetic acid catalysis.</TITLE>Mild and regioselective conversion of 3-keto-5α- and 3-keto-5β-steroids (trans A/B- and cis A/B-ring juncture, respectively) to the corresponding enones (Δ(1)- and Δ(4)-3-ketones) by treatment with o-iodoxybenzoic acid (IBX) catalyzed by trifluoroacetic acid (TFA) in DMSO, is described. The IBX-mediated reaction involved dehydrogenation of the α- and β-hydrogen atoms of the 3-ketones to give the enones regioselectively in good isolated yields without concomitant formation of related dienones and trienones.	No specific gene was perturbed in vivo
24352778	<TITLE>Effect and possible mechanism of muscle-splitting approach on multifidus muscle injury and atrophy after posterior lumbar spine surgery.</TITLE>Multifidus muscle injury and atrophy are common after posterior lumbar spine surgery and are associated with low back pain and functional disability. In theory, muscle-splitting and retraction with a self-retaining retractor are considered to be the major surgical factors. The effects and mechanisms of retraction have been well studied, but the exact effect and possible mechanism of injury and atrophy after muscle-splitting still lack experimental evidence.|New Zealand White rabbits were divided into two groups. In group S, through a skin and lumbodorsal fascial incision, the bilateral multifidus muscles were dissected from the osseous structures in the standard fashion, while in group C, only a skin and lumbodorsal fascial incision was made. In each group, the multifidus muscle was evaluated by magnetic resonance imaging (MRI) and by histological analysis at three and forty-eight hours and at one, three, six, twelve, and twenty-four weeks after surgery.|In group C, there was no injury or atrophy of the multifidus muscle after surgery. In group S, the mean T2-weighted signal intensity ratios of gross multifidus to psoas on fat-suppressed T2-weighted cross-sectional MRI scans peaked on week 3 and returned to baseline on week 24. Necrosis and inflammation of the multifidus muscle were evident and became more severe at one week. Fibrotic change was mainly seen at three and six weeks after surgery, and fatty degeneration mainly occurred at twelve and twenty-four weeks. Decreased acetylcholine activity and granular degeneration of the neuromuscular junction were observed at all follow-up times, and the numbers of degenerating neuromuscular junctions increased significantly with time after surgery.|The splitting approach is an important cause of multifidus muscle injury and atrophy in posterior lumbar spine surgery. Denervation and disuse may be important factors in multifidus muscle atrophy in the splitting approach.|This study provides a basis for the prevention of multifidus muscle injury and atrophy after posterior lumbar surgery.	No specific gene was perturbed in vivo
24397228	<TITLE>Parking: an effective strategy described.</TITLE>A hospital car park needs to balance the demands of patients, visitors, and staff, without, for example, compromising emergency vehicles' access to the Accident & Emergency Department. However, with car ownership on the rise, the half a million car parking spaces across all Trust sites in England may not be enough to meet future demand. Philip Herring, managing director of VINCI Park UK, which designs, finances, builds, and operates, car parks for a variety of sectors, argues that having in place an effective strategy for future parking is vital to meet the growing needs of patients, visitors, and staff, as well as budgetary and environmental commitments.	No specific gene was perturbed in vivo
24400962	<TITLE>Paroxysmal Nocturnal Hemoglobinuria is rare cause for thrombosis of the intra-abdominal veins in the ethnic Indian population - results from FLAER-based flowcytometry screening.</TITLE>Paroxysmal nocturnal hemoglobinuria (PNH) may present as cytopenia, hemolysis, or thrombosis at unusual sites including splanchnic vessels. Thrombosis of the portal veins and hepatic veins are associated with thrombophilic risk factors: deficiencies of protein C, protein S, and antithrombin, positivity for antiphospholipid antibodies, and factor V Leiden mutation. There is limited information regarding PNH presenting primarily as a thrombotic event. We prospectively screened 142 consecutive patients with intrabdominal thrombosis and 106 controls with fluorescently labeled inactive toxin aerolysin (FLAER)-based flowcytometry to assess the frequency of PNH as a thrombophilic risk factor in patients with intra-abdominal thrombosis.|Granulocytes of patients and controls were screened with CD 24 and FLAER and monocytes with CD 14 and FLAER. Dual negativity of >1% events in both lineages was interpreted as a positive PNH clone. Screening for thrombophilia risk factors was carried out.|Two (1.4%) cases had large PNH clones. RBC also demonstrated the PNH defect. Thrombophilia risk factors were as follows: deficiency of protein S, protein C, and antithrombin in 13.4%, 4.9%, and 2.1%, respectively, and positivity for anti-beta-2 glycoprotein 1, anticardiolipin antibodies, and lupus anticoagulant in 9.2%, 1.4%, and 0.7%, respectively. Factor V Leiden mutation was seen in 1.4% patients.|PNH was uncommon in patients with intra-abdominal thrombosis in the ethnic Indian population. Despite low positivity, screening by flowcytometry for PNH is of value in this group of patients because it provides an opportunity to rapidly establish the diagnosis of this treatable disorder, which might otherwise be missed if the initial presentation is only thrombotic.	No specific gene was perturbed in vivo
24412575	<TITLE>Basal cell signaling by p63 controls luminal progenitor function and lactation via NRG1.</TITLE>The mammary epithelium is organized as a bilayer of luminal and basal/myoepithelial cells. During pregnancy, the luminal compartment expands for milk production, while basal cells are thought to provide structural and contractile support. Here, we reveal a pregnancy-specific role of basal epithelia as a central coordinator of lactogenesis. We demonstrate that genetic deletion of the transcription factor p63 (Trp63) gene exclusively within basal cells of the adult gland during pregnancy leads to dramatic defects in luminal cell proliferation and differentiation, resulting in lactation failure. This phenotype is explained by direct transcriptional activation of the epidermal growth factor family ligand gene Nrg1 by p63 selectively in basal cells, which is required for luminal ERBB4/STAT5A activation and consequent luminal progenitor cell maturation. Thus, paracrine basal-to-luminal cell signaling, controlled by p63 via NRG1, orchestrates the entire lactation program. Collectively, these findings redefine the paradigm for cellular interactions specifying the functional maturation of the mammary gland.	No specific gene was perturbed in vivo
24426320	<TITLE>Bovine papillomavirus E2 and E5 gene expression in sperm cells of healthy bulls.</TITLE>Papillomaviruses are found in epithelial lesions and are linked to different carcinogenic processes in humans and other animals. Although BPV has been characterized as epitheliotropic, the presence of viral DNA has been detected in other tissues and fluids, such as fresh semen. The aim of this study was to evaluate the presence and expression of BPV in sperm cells of bulls (Bos taurus) asymptomatic for papillomatosis. A PCR assay was carried out with specific primers to test BPV2 in 26 semen samples. The presence of BPV transcripts was assessed by RT-PCR to E2 and E5 genes. BPV2 DNA was detected in nine out of 26 samples and the expression of E2 and E5 were detected in five out of nine BPV positive samples. This is the first record of BPV2 expression in bull sperm cells.	No specific gene was perturbed in vivo
24455679	<TITLE>Protective effects of p38 MAPK inhibitor SB202190 against hippocampal apoptosis and spatial learning and memory deficits in a rat model of vascular dementia.</TITLE>Vascular dementia (VaD) is a common age-related neurodegenerative disease resulting from chronic hypoxia. In the present study, we examined the protective effects of p38 MAPK inhibitor SB202190 against hippocampal apoptosis and spatial learning and memory deficits in a chronic hypoperfusion rat model of VaD established by permanent bilateral carotid occlusion (2-VO). Sixty rats were randomly divided into sham-operated, VaD model, and VaD plus SB202190 groups (n = 20/group). After sham/2-VO surgery, rats were administered 0.1% DMSO (sham-operated and VaD groups) or SB202190 by intracerebroventricular injection. One week after inhibitor/vehicle treatment, hippocampal p38 MAPK phosphorylation was higher in the model group than in the SB202190 group (P < 0.01). Compared to the model group, the SB202190 group exhibited significantly shorter escape latencies in the Morris water maze hidden platform trials (P < 0.01) and longer times in the original platform quadrant during probe trials (P < 0.01). The SB202190 group also showed significantly reduced neuronal apoptosis in the hippocampus compared to VaD model rats (P < 0.01) as well as higher (antiapoptotic) Bcl-2 expression and lower (proapoptotic) caspase-3 expression (P < 0.01 for both). In conclusion, blockade of the p38 MAPK signaling pathway by SB202190 following permanent 2-OV reduced apoptosis of hippocampal neurons and rescued spatial learning and memory deficits.	Inhibition of P38 MAPK ameliorated a dementia disease model
24472705	<TITLE>Study of Patient Information after percutaneous Coronary Intervention (SPICI): should prevention programmes become more effective?</TITLE>This cross-sectional observational study was designed to evaluate the uptake and outcome of patient education after percutaneous coronary intervention (PCI).|A questionnaire containing 41 items was handed out to consecutive patients from randomly selected Swedish hospitals after PCI. Questions concerned the patient's attribution of the cause of the cardiac event, perception of the information provided by physicians and nurses, and a self-assessment of changes in lifestyle post PCI regarding tobacco, physical activity, food habits and stress. Replies were obtained from 1,073 patients (reply rate 67%). Non-modifiable risk factors (age, heredity) were attributed a higher rate as the cause of disease compared to modifiable factors (smoking, physical activity, food habits). Most patients (67%) perceived they were cured, and 38% perceived from the given information that there was no need to change their habits. A mere 27% reported that they still had cardiovascular disease and needed behavioural change. After PCI, 16% continued to use tobacco; half of these were offered smoking cessation support. In spite of an 80% referral rate to cardiac rehabilitation, one out of two patients did not enrol. Fewer than half were regularly physically active. Nutritional counselling was provided to 71%, but only 40% changed food habits. Stress management programmes were rarely provided.|Current preventive practice scarcely meets the challenge posed by the progress in modern invasive cardiology. The Study of Patient Information after percutaneous Coronary Intervention (SPICI) motivates an in-depth revision and adaptation of cardiac rehabilitation programmes in order to improve patient understanding of the disease, and to support greater compliance with a cardioprotective lifestyle.	No specific gene was perturbed in vivo
